	mixname	start	length	duration
0	mixotic-set044-excerpts/mixes/set044mix3-none-bass-00.mp3	0	4096	0.09287981859410431
1	mixotic-set044-excerpts/mixes/set044mix3-none-bass-01.mp3	0	12288	0.2786394557823129
2	mixotic-set044-excerpts/mixes/set044mix3-none-bass-01.mp3	28672	4096	0.09287981859410431
3	mixotic-set044-excerpts/mixes/set044mix3-none-bass-02.mp3	0	4096	0.09287981859410431
4	mixotic-set044-excerpts/mixes/set044mix3-none-bass-02.mp3	4640768	81920	1.8575963718820863
5	mixotic-set044-excerpts/mixes/set044mix3-none-bass-03.mp3	0	4096	0.09287981859410431
6	mixotic-set044-excerpts/mixes/set044mix3-none-bass-03.mp3	4710400	4096	0.09287981859410431
7	mixotic-set044-excerpts/mixes/set044mix3-none-bass-04.mp3	0	4096	0.09287981859410431
8	mixotic-set044-excerpts/mixes/set044mix3-none-bass-04.mp3	12288	4096	0.09287981859410431
9	mixotic-set044-excerpts/mixes/set044mix3-none-bass-04.mp3	57344	8192	0.18575963718820862
10	mixotic-set044-excerpts/mixes/set044mix3-none-bass-04.mp3	81920	4096	0.09287981859410431
11	mixotic-set044-excerpts/mixes/set044mix3-none-bass-04.mp3	229376	4096	0.09287981859410431
12	mixotic-set044-excerpts/mixes/set044mix3-none-bass-05.mp3	0	8192	0.18575963718820862
13	mixotic-set044-excerpts/mixes/set044mix3-none-bass-05.mp3	4481024	36864	0.8359183673469388
14	mixotic-set044-excerpts/mixes/set044mix3-none-bass-06.mp3	0	4096	0.09287981859410431
15	mixotic-set044-excerpts/mixes/set044mix3-none-bass-06.mp3	4612096	4096	0.09287981859410431
16	mixotic-set044-excerpts/mixes/set044mix3-none-bass-07.mp3	0	4096	0.09287981859410431
17	mixotic-set044-excerpts/mixes/set044mix3-none-bass-07.mp3	20480	77824	1.7647165532879818
18	mixotic-set044-excerpts/mixes/set044mix3-none-bass-07.mp3	172032	61440	1.3931972789115645
19	mixotic-set044-excerpts/mixes/set044mix3-none-bass-07.mp3	3190784	4096	0.09287981859410431
20	mixotic-set044-excerpts/mixes/set044mix3-none-bass-07.mp3	4521984	8192	0.18575963718820862
21	mixotic-set044-excerpts/mixes/set044mix3-none-bass-08.mp3	0	4096	0.09287981859410431
22	mixotic-set044-excerpts/mixes/set044mix3-none-bass-08.mp3	1794048	4096	0.09287981859410431
23	mixotic-set044-excerpts/mixes/set044mix3-none-bass-08.mp3	3149824	4096	0.09287981859410431
24	mixotic-set044-excerpts/mixes/set044mix3-none-bass-08.mp3	3162112	8192	0.18575963718820862
25	mixotic-set044-excerpts/mixes/set044mix3-none-bass-08.mp3	3174400	4096	0.09287981859410431
26	mixotic-set044-excerpts/mixes/set044mix3-none-bass-08.mp3	4435968	4096	0.09287981859410431
27	mixotic-set044-excerpts/mixes/set044mix3-none-bass-08.mp3	4448256	8192	0.18575963718820862
28	mixotic-set044-excerpts/mixes/set044mix3-none-bass-08.mp3	4464640	8192	0.18575963718820862
29	mixotic-set044-excerpts/mixes/set044mix3-none-bass-09.mp3	0	12288	0.2786394557823129
30	mixotic-set044-excerpts/mixes/set044mix3-none-bass-09.mp3	32768	16384	0.37151927437641724
31	mixotic-set044-excerpts/mixes/set044mix3-none-bass-09.mp3	61440	8192	0.18575963718820862
32	mixotic-set044-excerpts/mixes/set044mix3-none-bass-09.mp3	81920	12288	0.2786394557823129
33	mixotic-set044-excerpts/mixes/set044mix3-none-bass-09.mp3	122880	12288	0.2786394557823129
34	mixotic-set044-excerpts/mixes/set044mix3-none-bass-09.mp3	155648	4096	0.09287981859410431
35	mixotic-set044-excerpts/mixes/set044mix3-none-bass-09.mp3	172032	8192	0.18575963718820862
36	mixotic-set044-excerpts/mixes/set044mix3-none-bass-09.mp3	212992	12288	0.2786394557823129
37	mixotic-set044-excerpts/mixes/set044mix3-none-bass-09.mp3	262144	4096	0.09287981859410431
38	mixotic-set044-excerpts/mixes/set044mix3-none-bass-09.mp3	352256	4096	0.09287981859410431
39	mixotic-set044-excerpts/mixes/set044mix3-none-bass-09.mp3	1708032	4096	0.09287981859410431
40	mixotic-set044-excerpts/mixes/set044mix3-none-bass-09.mp3	1720320	8192	0.18575963718820862
41	mixotic-set044-excerpts/mixes/set044mix3-none-bass-09.mp3	4481024	4096	0.09287981859410431
42	mixotic-set044-excerpts/mixes/set044mix3-none-bass-10.mp3	0	4096	0.09287981859410431
43	mixotic-set044-excerpts/mixes/set044mix3-none-bass-10.mp3	16384	8192	0.18575963718820862
44	mixotic-set044-excerpts/mixes/set044mix3-none-bass-10.mp3	40960	4096	0.09287981859410431
45	mixotic-set044-excerpts/mixes/set044mix3-none-bass-10.mp3	61440	4096	0.09287981859410431
46	mixotic-set044-excerpts/mixes/set044mix3-none-bass-10.mp3	81920	4096	0.09287981859410431
47	mixotic-set044-excerpts/mixes/set044mix3-none-bass-10.mp3	372736	4096	0.09287981859410431
48	mixotic-set044-excerpts/mixes/set044mix3-none-bass-10.mp3	389120	4096	0.09287981859410431
49	mixotic-set044-excerpts/mixes/set044mix3-none-bass-10.mp3	401408	4096	0.09287981859410431
50	mixotic-set044-excerpts/mixes/set044mix3-none-bass-11.mp3	0	8192	0.18575963718820862
51	mixotic-set044-excerpts/mixes/set044mix3-none-bass-11.mp3	4595712	45056	1.0216780045351475
52	mixotic-set044-excerpts/mixes/set044mix3-none-bass-12.mp3	0	24576	0.5572789115646258
53	mixotic-set044-excerpts/mixes/set044mix3-none-bass-12.mp3	28672	16384	0.37151927437641724
54	mixotic-set044-excerpts/mixes/set044mix3-none-bass-12.mp3	98304	4096	0.09287981859410431
55	mixotic-set044-excerpts/mixes/set044mix3-none-bass-12.mp3	118784	4096	0.09287981859410431
56	mixotic-set044-excerpts/mixes/set044mix3-none-bass-12.mp3	3178496	4096	0.09287981859410431
57	mixotic-set044-excerpts/mixes/set044mix3-none-bass-12.mp3	3276800	4096	0.09287981859410431
58	mixotic-set044-excerpts/mixes/set044mix3-none-bass-12.mp3	3428352	4096	0.09287981859410431
59	mixotic-set044-excerpts/mixes/set044mix3-none-bass-12.mp3	3678208	4096	0.09287981859410431
60	mixotic-set044-excerpts/mixes/set044mix3-none-bass-12.mp3	4231168	4096	0.09287981859410431
61	mixotic-set044-excerpts/mixes/set044mix3-none-bass-12.mp3	4276224	4096	0.09287981859410431
62	mixotic-set044-excerpts/mixes/set044mix3-none-bass-12.mp3	4313088	4096	0.09287981859410431
63	mixotic-set044-excerpts/mixes/set044mix3-none-bass-12.mp3	4370432	4096	0.09287981859410431
64	mixotic-set044-excerpts/mixes/set044mix3-none-bass-12.mp3	4386816	4096	0.09287981859410431
65	mixotic-set044-excerpts/mixes/set044mix3-none-bass-12.mp3	4395008	4096	0.09287981859410431
66	mixotic-set044-excerpts/mixes/set044mix3-none-bass-12.mp3	4423680	4096	0.09287981859410431
67	mixotic-set044-excerpts/mixes/set044mix3-none-bass-12.mp3	4431872	4096	0.09287981859410431
68	mixotic-set044-excerpts/mixes/set044mix3-none-bass-12.mp3	4444160	12288	0.2786394557823129
69	mixotic-set044-excerpts/mixes/set044mix3-none-bass-12.mp3	4468736	4096	0.09287981859410431
70	mixotic-set044-excerpts/mixes/set044mix3-none-bass-12.mp3	4476928	8192	0.18575963718820862
