	mixname	start	length	duration
0	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-none-bass-00.mp3	0	4096	0.09287981859410431
1	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-none-bass-01.mp3	0	12288	0.2786394557823129
2	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-none-bass-01.mp3	28672	4096	0.09287981859410431
3	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-none-bass-02.mp3	0	4096	0.09287981859410431
4	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-none-bass-02.mp3	4640768	81920	1.8575963718820863
5	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-none-bass-03.mp3	0	4096	0.09287981859410431
6	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-none-bass-03.mp3	4710400	4096	0.09287981859410431
7	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-none-bass-04.mp3	0	4096	0.09287981859410431
8	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-none-bass-04.mp3	12288	4096	0.09287981859410431
9	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-none-bass-04.mp3	57344	8192	0.18575963718820862
10	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-none-bass-04.mp3	81920	4096	0.09287981859410431
11	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-none-bass-04.mp3	229376	4096	0.09287981859410431
12	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-none-bass-05.mp3	0	8192	0.18575963718820862
13	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-none-bass-05.mp3	4481024	36864	0.8359183673469388
14	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-none-bass-06.mp3	0	4096	0.09287981859410431
15	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-none-bass-06.mp3	4612096	4096	0.09287981859410431
16	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-none-bass-07.mp3	0	4096	0.09287981859410431
17	../unmixdb/mixotic-set044-excerpts/mixes/set044mix3-none-bass-07.mp3	20480	77824	1.7647165532879818
